Recency,T,Frequency,Monetary,PurchaseFrequency,AvgBasketSize,AvgPurchaseValue,CustomerLifetime
4,58,4,166.165,4,81.0,166.165,54
1,368,22,395.60045454545457,22,378.54545454545456,395.6004545454545,366
298,329,8,22.66875,8,18.125,22.66875,30
162,179,3,90.05000000000001,3,12.333333333333334,90.05000000000001,17
84,374,2,306.54,2,184.0,306.53999999999996,290
8,128,2,339.055,2,191.5,339.055,120
39,309,6,373.8016666666667,6,174.5,373.8016666666667,269
45,287,5,357.31399999999996,5,365.2,357.31399999999996,241
54,365,7,457.6771428571428,7,269.57142857142856,457.6771428571428,311
30,30,1,275.8,1,176.0,275.8,0
128,367,11,568.2963636363637,11,298.90909090909093,568.2963636363636,239
46,46,1,1352.96,1,567.0,1352.96,0
298,298,1,59.400000000000006,1,12.0,59.400000000000006,0
86,299,7,572.8085714285714,7,498.0,572.8085714285714,213
7,222,6,167.155,6,44.666666666666664,167.155,215
260,260,1,139.32,1,164.0,139.32,0
326,326,1,60.959999999999994,1,84.0,60.959999999999994,0
18,51,4,302.9375,4,63.25,302.9375,32
98,137,2,123.25,2,65.0,123.25,39
36,36,1,1174.55,1,695.0,1174.55,0
1,374,7,255.54285714285714,7,93.71428571428571,255.54285714285714,373
59,219,3,431.24,3,210.33333333333334,431.24,159
10,371,6,1296.3066666666666,6,861.0,1296.3066666666666,360
17,228,2,692.69,2,585.5,692.69,210
28,313,2,312.6,2,133.5,312.6,284
128,128,1,468.65,1,335.0,468.65,0
36,317,4,558.45,4,885.0,558.45,281
32,45,2,608.33,2,447.0,608.33,12
220,220,1,289.87,1,109.0,289.87,0
10,67,3,458.6966666666667,3,289.0,458.6966666666667,56
203,360,3,219.82666666666668,3,76.0,219.82666666666668,156
31,360,7,443.3228571428572,7,208.85714285714286,443.3228571428572,328
219,219,1,508.20000000000005,1,156.0,508.20000000000005,0
56,196,3,195.36666666666667,3,90.66666666666667,195.36666666666667,140
88,204,2,108.47500000000001,2,46.5,108.47500000000001,116
23,227,4,300.9425,4,335.0,300.9425,204
127,366,2,85.44,2,246.0,85.44,238
11,11,1,257.06,1,334.0,257.06,0
212,212,1,310.74,1,155.0,310.74,0
89,89,2,232.57999999999998,2,146.5,232.57999999999998,0
357,357,1,131.25,1,59.0,131.25,0
204,235,2,617.44,2,351.0,617.44,31
327,374,5,1359.7440000000001,5,538.8,1359.7440000000001,47
114,312,3,196.16666666666666,3,110.0,196.16666666666666,197
61,222,2,224.71,2,132.0,224.71,161
70,370,6,123.83333333333333,6,140.66666666666666,123.83333333333333,300
21,368,6,475.83,6,237.83333333333334,475.83,346
15,306,5,304.454,5,134.4,304.454,291
217,257,2,111.695,2,48.5,111.695,39
99,99,1,214.44,1,319.0,214.44,0
36,299,4,485.28000000000003,4,260.25,485.28000000000003,263
5,222,5,226.96999999999997,5,106.8,226.96999999999997,216
23,358,3,222.99,3,81.66666666666667,222.99,334
103,164,2,477.375,2,154.5,477.375,60
138,138,1,153.24,1,84.0,153.24,0
177,177,1,149.57,1,27.0,149.57,0
10,320,6,254.26333333333335,6,129.33333333333334,254.26333333333335,310
276,276,1,193.29000000000002,1,98.0,193.29000000000002,0
40,289,4,317.2625,4,143.0,317.26250000000005,248
32,366,3,418.07,3,195.66666666666666,418.07,334
110,278,7,271.52000000000004,7,151.42857142857142,271.52000000000004,168
226,226,1,171.0,1,60.0,171.0,0
12,362,3,133.25,3,88.33333333333333,133.25,349
163,261,4,84.42750000000001,4,35.75,84.42750000000001,97
310,310,1,294.17,1,255.0,294.17,0
70,235,2,113.43,2,38.0,113.43,164
26,147,3,418.8766666666667,3,269.0,418.8766666666667,121
254,254,1,126.89,1,60.0,126.89,0
233,233,1,38.25,1,3.0,38.25,0
39,367,7,236.70428571428573,7,299.14285714285717,236.7042857142857,328
38,38,1,208.79999999999998,1,144.0,208.79999999999998,0
53,133,2,101.41499999999999,2,60.5,101.41499999999999,80
96,267,2,214.85,2,115.0,214.85,170
81,81,1,502.45,1,323.0,502.45,0
5,365,15,352.102,15,100.4,352.102,360
25,372,3,408.6433333333334,3,231.66666666666666,408.6433333333334,347
28,28,1,962.97,1,1245.0,962.97,0
74,74,1,335.7,1,134.0,335.7,0
211,211,1,63.419999999999995,1,232.0,63.419999999999995,0
16,186,2,418.765,2,207.0,418.765,170
80,80,1,274.8,1,104.0,274.8,0
231,231,1,150.35,1,55.0,150.35,0
16,78,4,552.495,4,293.5,552.4949999999999,62
285,285,1,368.4,1,216.0,368.4,0
211,211,1,583.56,1,319.0,583.56,0
369,369,1,147.4,1,38.0,147.4,0
101,312,4,1343.375,4,387.25,1343.375,210
37,37,1,1993.34,1,1450.0,1993.34,0
22,373,7,505.37142857142857,7,216.0,505.37142857142857,350
21,320,6,98.75999999999999,6,102.33333333333333,98.75999999999999,298
176,370,2,530.845,2,462.0,530.845,194
9,374,5,637.202,5,252.6,637.202,364
163,163,1,102.0,1,40.0,102.0,0
315,315,1,231.32,1,144.0,231.32,0
92,219,4,85.15,4,44.5,85.15,126
36,329,5,257.06600000000003,5,131.2,257.066,292
66,66,1,210.85,1,82.0,210.85,0
25,290,4,542.0675,4,163.75,542.0675,265
114,364,3,807.34,3,637.6666666666666,807.34,250
15,15,1,246.5,1,194.0,246.5,0
267,267,1,146.14000000000001,1,98.0,146.14000000000001,0
18,357,7,1056.4557142857143,7,330.42857142857144,1056.4557142857143,338
2,359,19,664.9042105263158,19,341.7368421052632,664.9042105263158,356
359,359,1,158.65,1,59.0,158.65,0
40,51,2,199.975,2,102.5,199.975,10
4,190,5,709.668,5,322.6,709.668,186
362,362,1,116.26,1,60.0,116.26,0
156,301,3,116.62333333333333,3,36.0,116.62333333333333,144
17,113,3,352.75,3,265.0,352.75,96
16,16,1,152.41,1,58.0,152.41,0
26,312,2,105.29,2,83.5,105.29,285
1,331,18,721.7961111111111,18,284.55555555555554,721.7961111111111,329
15,371,7,338.3342857142857,7,284.14285714285717,338.3342857142857,355
23,23,1,171.81,1,131.0,171.81,0
15,355,7,324.0628571428571,7,221.0,324.0628571428571,340
19,82,2,172.305,2,58.0,172.305,63
36,339,8,512.255,8,333.875,512.255,303
24,373,15,1123.1453333333334,15,1033.4,1123.1453333333334,349
242,242,1,151.4,1,24.0,151.4,0
9,18,2,215.39,2,126.5,215.39,9
30,360,15,208.424,15,81.33333333333333,208.424,329
2,30,2,558.36,2,496.0,558.36,27
148,148,1,311.37,1,390.0,311.37,0
12,185,6,362.3533333333333,6,137.0,362.3533333333333,173
361,361,1,162.25,1,63.0,162.25,0
40,84,2,270.735,2,89.5,270.735,44
45,45,1,259.09,1,242.0,259.09,0
173,299,6,559.7333333333332,6,169.33333333333334,559.7333333333333,125
11,11,1,247.38,1,244.0,247.38,0
148,373,3,285.2366666666667,3,139.33333333333334,285.2366666666667,225
95,95,1,114.4,1,81.0,114.4,0
8,316,12,384.6433333333334,12,325.8333333333333,384.6433333333334,307
7,7,1,135.32999999999998,1,75.0,135.32999999999998,0
242,242,2,539.5500000000001,2,99.0,539.5500000000001,0
12,369,12,428.87083333333334,12,273.25,428.87083333333334,357
231,231,1,158.09,1,64.0,158.09,0
57,333,5,130.54000000000002,5,48.4,130.54000000000002,276
14,372,8,204.4275,8,105.5,204.4275,357
30,186,6,207.29166666666666,6,96.33333333333333,207.29166666666666,155
259,259,1,162.4,1,106.0,162.4,0
1,369,22,330.3559090909091,22,208.13636363636363,330.3559090909091,368
275,275,1,202.68,1,73.0,202.68,0
204,204,1,1109.4,1,526.0,1109.4,0
33,33,2,76.76,2,36.0,76.75999999999999,0
19,299,4,283.45,4,266.75,283.45,279
60,362,2,268.44,2,260.5,268.44,301
150,316,3,486.34,3,501.3333333333333,486.34,166
99,312,2,35.370000000000005,2,21.0,35.370000000000005,212
28,360,2,113.935,2,76.5,113.935,331
26,285,5,441.54799999999994,5,213.6,441.54799999999994,258
5,257,14,364.6657142857143,14,155.78571428571428,364.6657142857143,251
22,369,10,324.192,10,214.7,324.192,347
16,240,3,477.26,3,292.0,477.26000000000005,223
254,365,3,199.07666666666668,3,138.33333333333334,199.07666666666668,110
8,100,3,258.28000000000003,3,192.33333333333334,258.28,92
255,255,1,30.1,1,6.0,30.1,0
359,362,2,68.575,2,15.5,68.575,2
19,68,3,307.6766666666667,3,198.66666666666666,307.6766666666667,49
12,306,8,171.92375,8,119.375,171.92375,293
2,373,26,156.80653846153848,26,109.57692307692308,156.80653846153848,371
12,12,1,95.96,1,56.0,95.96,0
35,306,2,273.67,2,85.0,273.67,270
228,336,3,379.7,3,446.0,379.70000000000005,108
28,127,3,202.80000000000004,3,72.0,202.80000000000004,99
313,313,1,579.6,1,96.0,579.6,0
18,242,5,299.32,5,166.4,299.32,224
218,309,3,72.63333333333334,3,19.333333333333332,72.63333333333334,91
123,123,1,357.6,1,144.0,357.6,0
1,135,5,344.69,5,163.0,344.69,134
211,211,1,238.8,1,114.0,238.8,0
63,63,1,307.34,1,244.0,307.34,0
81,81,1,488.32,1,380.0,488.32,0
64,229,4,299.8275,4,164.25,299.8275,165
8,374,17,481.3858823529412,17,357.52941176470586,481.3858823529412,365
4,373,8,241.58,8,151.5,241.57999999999998,369
284,284,1,40.0,1,32.0,40.0,0
9,330,5,147.714,5,54.2,147.714,320
26,283,8,288.85375,8,90.375,288.85375,257
179,336,8,200.52625,8,158.5,200.52625,156
51,51,1,692.3,1,548.0,692.3,0
19,319,13,108.14076923076922,13,18.692307692307693,108.14076923076922,299
246,246,1,433.71999999999997,1,700.0,433.71999999999997,0
73,262,4,786.84,4,408.0,786.84,188
26,373,24,457.2595833333333,24,274.25,457.2595833333333,346
74,74,1,317.11,1,137.0,317.11,0
32,143,3,276.18333333333334,3,161.66666666666666,276.18333333333334,111
45,45,1,389.18,1,334.0,389.18,0
63,281,8,517.88125,8,302.125,517.88125,218
29,365,7,305.1457142857143,7,137.42857142857142,305.1457142857143,335
12,178,5,340.428,5,366.4,340.428,165
57,57,1,391.72,1,372.0,391.72,0
93,158,2,283.45,2,172.0,283.45000000000005,65
2,362,9,309.11333333333334,9,213.88888888888889,309.11333333333334,359
86,168,4,560.225,4,379.5,560.225,82
280,280,1,295.05,1,187.0,295.05,0
278,278,1,596.67,1,525.0,596.67,0
145,367,13,333.5353846153846,13,157.53846153846155,333.5353846153846,221
19,19,1,311.1,1,128.0,311.1,0
31,31,1,100.35,1,5.0,100.35,0
73,205,2,359.91,2,138.0,359.90999999999997,132
49,360,4,143.5575,4,130.75,143.5575,310
14,246,6,377.5333333333333,6,189.0,377.5333333333333,231
87,241,2,319.88,2,263.0,319.88,153
8,361,15,760.7946666666667,15,383.2,760.7946666666667,352
32,369,8,432.29375,8,357.5,432.29375000000005,336
365,365,1,105.78000000000002,1,270.0,105.78000000000002,0
50,61,2,221.58,2,70.0,221.58,11
8,46,3,175.65666666666667,3,219.0,175.65666666666667,38
51,51,1,169.0,1,124.0,169.0,0
3,23,3,451.45,3,97.66666666666667,451.45,19
157,264,2,276.94,2,105.0,276.94,106
56,232,2,306.38,2,196.0,306.38,176
23,121,4,267.05,4,112.25,267.05,97
8,372,4,349.84250000000003,4,112.25,349.8425,363
22,289,2,113.02,2,25.0,113.02,266
1,308,7,173.1614285714286,7,120.42857142857143,173.16142857142856,306
15,214,6,151.025,6,90.5,151.025,199
297,374,2,141.865,2,72.5,141.865,77
85,285,3,289.2,3,124.33333333333333,289.2,200
47,271,3,588.2866666666666,3,374.3333333333333,588.2866666666666,223
108,131,2,316.46999999999997,2,234.5,316.47,23
192,192,1,152.15,1,41.0,152.15,0
361,361,1,45.300000000000004,1,10.0,45.300000000000004,0
87,291,5,695.618,5,364.6,695.618,203
53,367,8,562.70375,8,296.625,562.70375,313
40,40,1,218.35,1,97.0,218.35,0
57,99,2,324.2,2,178.0,324.2,42
31,158,2,736.62,2,419.0,736.62,127
2,373,8,396.7375,8,265.25,396.7375,371
15,200,9,173.72666666666666,9,64.0,173.72666666666666,185
235,323,2,159.12,2,111.0,159.12,88
109,109,1,330.79,1,201.0,330.79,0
183,371,3,57.98333333333333,3,25.666666666666668,57.98333333333333,188
86,86,1,55.980000000000004,1,36.0,55.980000000000004,0
56,56,1,90.0,1,72.0,90.0,0
54,54,1,190.57,1,95.0,190.57,0
253,253,1,266.93,1,123.0,266.93,0
30,369,3,144.83333333333334,3,46.666666666666664,144.83333333333334,338
295,295,1,37.5,1,30.0,37.5,0
1,368,12,360.9508333333333,12,81.75,360.9508333333333,366
233,317,2,360.53,2,136.0,360.53,83
59,320,5,234.02200000000002,5,74.2,234.02200000000002,260
325,325,1,246.75,1,127.0,246.75,0
260,260,1,46.2,1,60.0,46.2,0
112,318,2,70.19500000000001,2,51.5,70.19500000000001,205
138,219,2,720.52,2,340.5,720.52,81
5,61,3,323.06333333333333,3,123.0,323.06333333333333,55
225,225,1,194.6,1,48.0,194.6,0
53,53,1,898.87,1,641.0,898.87,0
192,320,2,210.125,2,99.5,210.125,128
15,374,7,342.86428571428576,7,113.0,342.86428571428576,359
2,359,3,218.03,3,120.0,218.03,357
89,191,3,151.31,3,58.333333333333336,151.31,102
191,255,5,131.60399999999998,5,49.2,131.60399999999998,63
5,368,8,239.19375,8,133.75,239.19375,362
57,228,4,114.17500000000001,4,38.5,114.17500000000001,171
176,176,1,293.79,1,95.0,293.79,0
17,374,18,286.9944444444444,18,146.55555555555554,286.9944444444444,357
186,186,1,140.49,1,46.0,140.49,0
81,276,6,503.79833333333335,6,209.33333333333334,503.79833333333335,195
47,210,3,246.66666666666666,3,118.0,246.66666666666666,162
36,36,1,92.6,1,44.0,92.6,0
26,26,1,321.91,1,123.0,321.91,0
23,320,8,526.58125,8,355.625,526.58125,297
15,80,2,272.3,2,66.0,272.3,64
36,39,2,53.775000000000006,2,9.5,53.775000000000006,3
17,67,2,302.85,2,186.0,302.85,49
189,189,1,125.3,1,122.0,125.3,0
8,309,9,154.21666666666667,9,127.33333333333333,154.21666666666667,301
72,183,2,461.925,2,85.0,461.92500000000007,110
57,57,1,327.68,1,206.0,327.68,0
71,71,2,883.56,2,604.0,883.56,0
8,365,26,329.2519230769231,26,242.42307692307693,329.2519230769231,356
94,254,2,104.31,2,35.0,104.31,160
255,255,1,156.87,1,51.0,156.87,0
11,326,6,258.8616666666667,6,146.33333333333334,258.8616666666667,314
85,85,2,232.72500000000002,2,105.5,232.72500000000002,0
2,374,12,360.87175,12,233.83333333333334,360.87175,371
96,369,11,125.49454545454546,11,40.27272727272727,125.49454545454546,272
8,93,3,519.32,3,328.3333333333333,519.32,84
129,291,6,429.84,6,260.5,429.84,161
15,371,11,329.8972727272727,11,237.0,329.8972727272727,356
22,183,4,556.485,4,316.5,556.485,160
147,373,4,144.47250000000003,4,115.75,144.47250000000003,226
266,266,2,6958.17,2,1.0,6958.17,0
78,78,1,143.05,1,31.0,143.05,0
70,114,2,611.5550000000001,2,447.5,611.5550000000001,44
302,302,1,370.63,1,335.0,370.63,0
92,318,2,258.0,2,82.0,258.0,225
112,372,31,473.77612903225804,31,128.09677419354838,473.77612903225804,260
7,364,21,1545.3142857142857,21,925.3333333333334,1545.3142857142857,357
248,248,1,321.45,1,67.0,321.45,0
240,329,3,335.5133333333333,3,170.66666666666666,335.5133333333333,89
54,54,1,280.88,1,110.0,280.88,0
45,45,1,138.84,1,99.0,138.84,0
54,292,5,203.50799999999998,5,75.6,203.50799999999998,238
267,267,1,45.6,1,192.0,45.6,0
32,204,3,238.5,3,73.66666666666667,238.5,172
67,67,1,307.95,1,101.0,307.95,0
99,168,2,62.040000000000006,2,10.0,62.04,69
66,66,1,1399.36,1,980.0,1399.36,0
103,308,2,424.16499999999996,2,190.5,424.16499999999996,204
15,360,11,330.99636363636364,11,260.6363636363636,330.99636363636364,345
53,172,2,1791.31,2,1308.5,1791.31,118
144,144,1,221.82999999999998,1,115.0,221.82999999999998,0
67,259,5,322.142,5,412.2,322.142,192
165,277,3,665.2166666666667,3,413.0,665.2166666666666,112
35,254,2,466.92,2,303.0,466.92,218
14,374,5,286.79200000000003,5,226.4,286.79200000000003,359
372,373,2,388.5,2,144.0,388.5,0
66,326,7,195.69428571428574,7,118.57142857142857,195.69428571428574,260
10,254,9,273.6688888888889,9,97.0,273.6688888888889,243
217,317,2,306.84000000000003,2,204.0,306.84000000000003,100
128,317,3,511.78999999999996,3,305.0,511.78999999999996,188
54,54,1,537.1999999999999,1,386.0,537.1999999999999,0
89,254,5,106.03599999999999,5,48.6,106.03599999999999,165
81,312,3,504.6133333333333,3,246.66666666666666,504.6133333333333,230
21,365,13,358.5192307692308,13,218.30769230769232,358.5192307692308,343
44,302,2,456.81,2,551.0,456.81,257
5,374,18,804.5572222222222,18,320.8333333333333,804.5572222222222,368
95,171,2,379.335,2,199.5,379.33500000000004,75
22,309,4,401.765,4,198.0,401.765,286
1,24,2,778.69,2,402.5,778.69,22
71,360,7,485.76142857142855,7,361.14285714285717,485.76142857142855,288
29,239,2,344.555,2,228.5,344.555,210
178,178,2,72.07499999999999,2,27.0,72.07499999999999,0
56,179,3,922.1333333333333,3,532.0,922.1333333333332,122
224,224,1,340.5,1,284.0,340.5,0
67,267,6,338.2233333333333,6,261.8333333333333,338.2233333333333,200
129,369,4,238.6475,4,143.75,238.6475,240
8,367,3,1294.0566666666666,3,591.3333333333334,1294.0566666666666,358
89,168,2,445.47,2,239.0,445.47,78
204,204,1,943.97,1,861.0,943.97,0
8,336,16,122.37375,16,58.875,122.37375,328
11,11,1,1108.82,1,367.0,1108.82,0
373,373,1,80.4,1,24.0,80.4,0
12,60,3,513.08,3,284.6666666666667,513.08,47
121,121,1,385.03000000000003,1,216.0,385.03000000000003,0
3,360,16,2532.495,16,2893.5,2532.495,357
22,365,5,303.66999999999996,5,289.8,303.67,343
29,163,2,274.4,2,148.0,274.4,134
172,318,3,238.17,3,67.33333333333333,238.17,145
21,21,1,107.01,1,79.0,107.01,0
64,277,3,144.43333333333334,3,64.66666666666667,144.43333333333334,213
257,257,1,137.99,1,45.0,137.99,0
12,362,4,192.9675,4,259.0,192.9675,349
162,162,1,109.73,1,67.0,109.73,0
162,162,1,96.55,1,12.0,96.55,0
12,365,9,289.90666666666664,9,85.0,289.9066666666667,352
112,112,1,340.48,1,242.0,340.48,0
1,372,26,680.9088461538462,26,359.96153846153845,680.9088461538462,370
66,66,1,273.48,1,276.0,273.48,0
3,365,9,278.7522222222222,9,194.55555555555554,278.7522222222222,362
68,68,1,438.46,1,174.0,438.46,0
4,369,10,149.88,10,89.4,149.88,364
92,316,4,305.57,4,327.25,305.57,224
9,358,10,203.364,10,105.9,203.364,348
253,358,3,95.42,3,47.666666666666664,95.42,105
17,17,1,244.44000000000003,1,294.0,244.44000000000003,0
49,339,2,673.145,2,386.5,673.145,290
5,361,17,307.3417647058824,17,180.05882352941177,307.3417647058824,355
219,219,1,94.53,1,57.0,94.53,0
262,262,1,171.47,1,98.0,171.47,0
32,82,3,168.67333333333332,3,57.0,168.67333333333332,49
73,73,1,33.099999999999994,1,5.0,33.099999999999994,0
14,186,2,206.5,2,140.0,206.5,171
135,136,4,78.47999999999999,4,288.0,78.48,1
23,337,14,491.34857142857146,14,183.42857142857142,491.34857142857146,313
282,282,1,108.52,1,74.0,108.52,0
45,84,2,724.5699999999999,2,443.0,724.5699999999999,39
197,369,2,165.385,2,121.5,165.385,171
40,358,4,284.45,4,159.75,284.45,317
5,5,1,329.03000000000003,1,202.0,329.03000000000003,0
4,365,6,163.27,6,89.66666666666667,163.27,360
68,372,2,122.30000000000001,2,76.0,122.30000000000001,303
19,323,12,131.03916666666666,12,42.583333333333336,131.03916666666666,303
52,234,3,290.5933333333333,3,173.33333333333334,290.5933333333333,181
42,191,3,342.3833333333334,3,201.66666666666666,342.3833333333334,148
36,162,2,130.425,2,31.5,130.425,125
5,365,7,182.79999999999998,7,105.0,182.79999999999998,360
30,240,5,107.13,5,23.8,107.13,210
305,305,1,128.2,1,46.0,128.2,0
117,117,1,305.28000000000003,1,288.0,305.28000000000003,0
5,5,1,151.44,1,111.0,151.44,0
3,364,22,187.6936363636364,22,82.72727272727273,187.6936363636364,360
4,4,1,56.25,1,39.0,56.25,0
49,198,3,183.09666666666666,3,146.66666666666666,183.09666666666666,148
87,179,4,83.9975,4,79.0,83.9975,92
16,16,1,145.01,1,124.0,145.01,0
14,330,5,762.6160000000001,5,303.2,762.6160000000001,316
179,179,1,114.69,1,82.0,114.69,0
10,86,3,320.8333333333333,3,68.33333333333333,320.8333333333333,76
126,148,2,379.31,2,86.5,379.31,21
36,323,7,204.61285714285714,7,163.57142857142858,204.61285714285714,287
259,366,8,212.53,8,101.25,212.53,106
72,365,7,115.72571428571429,7,82.0,115.72571428571428,293
170,170,1,6.300000000000001,1,3.0,6.300000000000001,0
14,14,2,102.995,2,74.5,102.99499999999999,0
37,37,1,364.45,1,414.0,364.45,0
2,365,7,267.8328571428571,7,133.0,267.8328571428571,362
242,373,4,101.7675,4,51.5,101.7675,131
267,267,1,248.65,1,87.0,248.65,0
4,4,1,214.07999999999998,1,175.0,214.07999999999998,0
60,361,5,80.328,5,27.8,80.328,301
32,276,3,150.74333333333334,3,57.666666666666664,150.74333333333334,243
9,9,1,369.5,1,138.0,369.5,0
8,8,1,127.08,1,122.0,127.08,0
367,367,1,102.82,1,103.0,102.82,0
178,178,1,134.44,1,155.0,134.44,0
283,283,1,106.54,1,66.0,106.54,0
292,292,1,293.53,1,164.0,293.53,0
280,280,1,594.0,1,120.0,594.0,0
64,64,1,239.9,1,118.0,239.9,0
53,65,2,1095.33,2,1083.0,1095.33,11
15,103,2,141.395,2,105.5,141.395,88
92,192,4,82.5575,4,52.25,82.5575,100
10,10,1,2945.38,1,1532.0,2945.38,0
273,273,1,405.0,1,60.0,405.0,0
285,313,2,135.64499999999998,2,91.5,135.64499999999998,28
29,362,3,613.0466666666666,3,269.6666666666667,613.0466666666666,332
1,374,4,161.5675,4,86.25,161.5675,372
138,269,3,768.06,3,538.0,768.06,131
60,60,1,553.85,1,285.0,553.85,0
11,318,6,896.0333333333333,6,439.1666666666667,896.0333333333333,307
17,17,1,304.95,1,107.0,304.95,0
5,372,11,180.98181818181817,11,86.36363636363636,180.98181818181817,367
225,225,1,190.75,1,119.0,190.75,0
8,290,9,471.3444444444445,9,230.88888888888889,471.3444444444445,281
187,362,2,308.8,2,139.0,308.79999999999995,175
56,56,2,246.18,2,121.0,246.18,0
39,186,3,119.25666666666666,3,40.333333333333336,119.25666666666666,147
318,318,3,180.96333333333334,3,89.66666666666667,180.96333333333337,0
10,71,4,102.7375,4,64.5,102.73750000000001,61
15,15,1,451.28999999999996,1,154.0,451.28999999999996,0
85,85,1,289.48,1,228.0,289.48,0
299,299,1,269.21000000000004,1,93.0,269.21000000000004,0
3,372,10,211.92600000000002,10,95.3,211.92600000000002,369
86,86,1,426.53000000000003,1,275.0,426.53000000000003,0
15,374,10,256.832,10,97.8,256.832,359
24,24,1,404.55,1,247.0,404.55,0
61,158,2,230.475,2,49.5,230.475,96
234,234,1,703.22,1,382.0,703.22,0
21,367,6,283.83,6,89.0,283.83,346
92,236,5,353.866,5,93.6,353.866,143
2,65,3,226.87333333333333,3,65.0,226.87333333333336,62
46,187,4,316.6925,4,194.5,316.6925,140
68,280,2,1090.32,2,778.0,1090.32,211
238,238,1,329.22,1,450.0,329.22,0
126,192,4,1036.205,4,815.5,1036.205,65
37,256,13,458.02230769230766,13,227.76923076923077,458.02230769230766,218
241,241,1,324.51,1,131.0,324.51,0
1,369,6,409.81666666666666,6,256.6666666666667,409.81666666666666,367
4,374,21,273.0995238095238,21,189.0952380952381,273.0995238095238,369
72,197,5,314.572,5,332.8,314.572,124
17,17,1,186.3,1,100.0,186.3,0
4,15,2,108.35,2,76.0,108.35,10
187,292,2,291.055,2,148.0,291.055,105
11,373,2,184.155,2,84.5,184.155,361
130,285,5,241.12800000000001,5,128.6,241.12800000000001,155
170,170,1,150.55,1,41.0,150.55,0
32,89,2,427.305,2,248.5,427.305,57
47,271,2,380.70500000000004,2,144.5,380.70500000000004,224
50,50,1,694.54,1,352.0,694.54,0
2,33,2,308.535,2,179.0,308.53499999999997,31
29,374,11,472.17454545454547,11,301.6363636363636,472.17454545454547,345
371,371,1,20.4,1,24.0,20.4,0
17,17,1,583.39,1,337.0,583.39,0
261,261,1,169.21,1,70.0,169.21,0
17,372,5,575.692,5,205.0,575.692,354
110,319,5,429.27799999999996,5,215.2,429.27799999999996,208
11,86,6,297.7966666666667,6,164.83333333333334,297.7966666666667,74
23,23,1,231.42,1,121.0,231.42,0
19,179,3,453.0833333333333,3,414.3333333333333,453.0833333333333,159
18,266,12,405.0291666666667,12,242.83333333333334,405.0291666666667,248
12,47,8,162.8075,8,89.625,162.8075,35
2,374,14,177.57142857142858,14,100.92857142857143,177.57142857142858,372
37,165,2,781.65,2,480.5,781.6500000000001,128
7,367,39,513.0728205128205,39,265.2307692307692,513.0728205128205,360
44,313,2,226.725,2,102.0,226.725,269
2,38,4,245.2275,4,104.25,245.2275,35
53,339,4,333.425,4,133.25,333.425,286
32,368,2,144.615,2,156.5,144.615,336
17,361,18,752.3844444444444,18,290.3333333333333,752.3844444444444,343
31,180,2,243.515,2,138.0,243.515,149
47,47,2,116.48,2,53.5,116.48,0
93,336,9,123.74888888888889,9,105.77777777777777,123.74888888888889,242
231,231,1,82.2,1,18.0,82.2,0
8,367,47,876.2617021276596,47,346.3404255319149,876.2617021276596,359
92,159,6,327.62,6,244.5,327.62,67
5,121,8,248.20374999999999,8,90.375,248.20375,115
30,45,3,157.87333333333333,3,114.33333333333333,157.87333333333333,14
196,196,1,217.73,1,33.0,217.73,0
60,256,2,898.96,2,326.5,898.96,196
180,284,2,327.16,2,169.0,327.16,103
59,264,2,228.2,2,204.5,228.20000000000002,204
66,245,4,275.8375,4,125.25,275.8375,179
15,89,3,355.95,3,229.0,355.95,74
15,117,4,270.65000000000003,4,127.0,270.65000000000003,102
71,71,1,340.84000000000003,1,170.0,340.84000000000003,0
52,134,4,523.5575,4,302.75,523.5575,81
198,198,1,235.78,1,248.0,235.78,0
318,318,1,107.14,1,1.0,107.14,0
9,185,4,204.69750000000002,4,106.25,204.69750000000002,176
11,152,3,259.11333333333334,3,123.0,259.11333333333334,141
19,37,2,81.4,2,55.0,81.4,17
317,317,1,188.44,1,80.0,188.44,0
49,246,4,530.7225,4,318.5,530.7225000000001,197
54,253,3,442.66,3,137.0,442.66,198
155,337,3,530.5766666666667,3,276.0,530.5766666666667,181
42,42,1,62.7,1,18.0,62.7,0
3,205,7,245.52285714285716,7,120.14285714285714,245.52285714285716,201
36,130,3,180.65,3,81.0,180.65,93
67,67,1,89.65,1,19.0,89.65,0
15,172,4,427.4575,4,308.75,427.4575,157
361,361,1,109.31,1,55.0,109.31,0
1,99,8,249.01625,8,150.875,249.01625,97
198,311,3,1089.7033333333334,3,412.0,1089.7033333333334,112
229,229,1,115.73,1,48.0,115.73,0
53,53,1,457.7,1,138.0,457.7,0
163,291,3,250.1866666666667,3,172.33333333333334,250.1866666666667,127
64,185,3,1198.59,3,480.0,1198.59,121
26,26,1,252.5,1,38.0,252.5,0
138,200,2,368.46500000000003,2,135.5,368.46500000000003,61
261,261,1,2300.4,1,840.0,2300.4,0
305,305,1,283.79,1,184.0,283.79,0
21,86,2,192.70000000000002,2,85.0,192.70000000000002,64
2,310,4,409.285,4,189.25,409.28499999999997,307
306,306,1,106.75,1,39.0,106.75,0
18,24,2,516.9,2,303.0,516.9,6
16,324,7,194.21714285714285,7,106.57142857142857,194.21714285714285,308
3,373,6,290.59999999999997,6,169.16666666666666,290.59999999999997,370
25,325,5,347.98400000000004,5,132.8,347.98400000000004,300
211,227,2,718.715,2,186.5,718.7149999999999,15
