CustomerID,duration,event_observed,Recency,T,Frequency,Monetary,PurchaseFrequency,AvgBasketSize,AvgPurchaseValue,CustomerLifetime
15094,181,0,99,280,2,41.5,2,14.0,41.5,181
15095,267,0,56,323,6,295.17333333333335,6,192.33333333333334,295.17333333333335,267
15097,0,1,219,219,2,330.135,2,127.0,330.135,0
15100,334,0,2,337,6,336.45,6,42.333333333333336,336.45,334
15101,74,0,151,226,4,290.1025,4,108.75,290.10249999999996,74
15102,16,0,166,182,2,277.335,2,169.5,277.335,16
15105,196,0,66,262,2,397.99,2,268.0,397.99,196
15107,79,0,8,87,4,155.2125,4,46.75,155.2125,79
15109,156,1,215,371,2,249.07500000000002,2,63.5,249.075,156
15110,81,0,39,121,2,254.875,2,45.5,254.875,81
15111,219,0,8,228,3,387.7966666666667,3,151.33333333333334,387.7966666666666,219
15112,0,1,247,247,1,209.4,1,72.0,209.4,0
15114,37,0,19,57,2,319.78,2,218.0,319.78,37
15115,0,1,368,368,1,191.74,1,88.0,191.74,0
15117,186,0,84,270,3,311.3966666666667,3,381.6666666666667,311.3966666666667,186
15122,196,0,58,255,8,356.68625000000003,8,154.125,356.68625,196
15123,212,0,57,269,3,818.9533333333334,3,443.0,818.9533333333333,212
15124,175,0,112,287,2,133.315,2,114.5,133.315,175
15125,138,0,115,254,9,610.71,9,248.88888888888889,610.71,138
15126,150,0,172,323,2,224.745,2,136.5,224.745,150
15127,0,0,155,155,1,304.97,1,213.0,304.97,0
15128,0,0,66,66,1,312.68,1,240.0,312.68,0
15129,224,0,21,246,12,284.39833333333337,12,184.0,284.39833333333337,224
15131,0,0,30,30,1,80.28,1,88.0,80.28,0
15133,138,0,18,156,2,412.24,2,140.0,412.24,138
15134,41,0,17,58,2,104.15,2,85.0,104.15,41
15135,0,1,192,192,1,166.63,1,41.0,166.63,0
15137,159,0,156,316,2,411.7,2,298.0,411.7,159
15138,0,0,29,29,1,502.52,1,300.0,502.52,0
15140,0,0,78,78,1,889.44,1,438.0,889.44,0
15141,163,0,93,257,7,198.35285714285715,7,171.0,198.35285714285715,163
15142,90,0,46,136,5,424.236,5,358.0,424.236,90
15143,0,0,68,68,1,304.18,1,170.0,304.18,0
15144,347,0,15,362,12,464.9891666666667,12,183.41666666666666,464.9891666666667,347
15149,73,1,212,285,4,258.4525,4,63.0,258.4525,73
15150,87,0,92,179,3,1228.8700000000001,3,841.6666666666666,1228.8700000000001,87
15151,86,0,59,145,2,1042.805,2,397.5,1042.805,86
15152,0,1,337,337,1,518.14,1,290.0,518.14,0
15154,0,0,114,114,2,544.72,2,122.0,544.72,0
15155,0,0,19,19,1,383.96999999999997,1,192.0,383.96999999999997,0
15157,159,1,205,365,2,359.02,2,537.0,359.02,159
15158,0,0,37,37,1,204.62,1,21.0,204.62,0
15159,36,0,31,67,4,868.9300000000001,4,517.75,868.9300000000001,36
15160,47,0,10,57,3,143.70333333333335,3,74.33333333333333,143.70333333333335,47
15161,0,0,24,24,1,119.92,1,144.0,119.92,0
15162,0,1,367,367,1,312.9,1,74.0,312.9,0
15164,301,0,25,326,6,200.58833333333334,6,93.5,200.58833333333334,301
15165,0,0,9,9,1,487.75,1,160.0,487.75,0
15166,0,0,103,103,1,167.16,1,140.0,167.16,0
15167,266,0,43,309,4,367.205,4,199.5,367.205,266
15169,344,0,18,362,2,284.61,2,178.0,284.61,344
15170,0,0,42,42,1,81.15,1,33.0,81.15,0
15173,236,0,16,253,7,213.5142857142857,7,120.0,213.5142857142857,236
15174,0,0,46,46,1,345.71,1,237.0,345.71,0
15176,0,1,303,303,1,988.04,1,448.0,988.04,0
15177,0,0,61,61,1,948.93,1,485.0,948.93,0
15179,344,0,28,372,8,660.62125,8,434.75,660.62125,344
15180,221,0,3,225,3,272.31,3,218.0,272.31,221
15181,310,0,56,367,2,255.36,2,72.0,255.36,310
15182,270,0,21,292,9,264.01133333333337,9,103.66666666666667,264.01133333333337,270
15183,36,1,183,220,3,213.30999999999997,3,99.0,213.31000000000003,36
15184,336,0,23,359,2,141.595,2,131.5,141.595,336
15186,222,0,110,332,3,330.5966666666667,3,167.0,330.59666666666664,222
15188,0,1,361,361,1,310.43,1,233.0,310.43,0
15189,128,0,17,145,5,259.798,5,150.6,259.79800000000006,128
15190,0,0,70,70,1,834.4399999999999,1,790.0,834.4399999999999,0
15191,225,0,99,324,3,196.01666666666665,3,95.66666666666667,196.01666666666665,225
15192,314,0,1,315,3,312.3566666666667,3,242.0,312.3566666666667,314
15194,368,0,4,372,14,343.6542857142857,14,247.57142857142858,343.6542857142857,368
15196,293,0,68,362,2,156.85,2,65.0,156.85,293
15197,333,0,30,364,3,265.96666666666664,3,196.33333333333334,265.9666666666667,333
15198,281,0,44,325,3,125.90333333333332,3,69.0,125.90333333333335,281
15199,201,0,10,211,6,308.95,6,83.0,308.95,201
15200,0,0,130,130,1,549.05,1,195.0,549.05,0
15201,171,0,75,247,2,303.20500000000004,2,225.0,303.20500000000004,171
15202,0,0,56,56,3,2000.4966666666667,3,1.0,2000.4966666666667,0
15203,340,0,26,367,9,285.82,9,269.8888888888889,285.82,340
15207,130,0,52,183,3,227.97333333333336,3,142.66666666666666,227.97333333333333,130
15208,0,0,59,59,1,100.4,1,40.0,100.4,0
15209,0,1,366,366,1,178.98000000000002,1,94.0,178.98000000000002,0
15210,196,0,14,211,2,422.505,2,306.5,422.505,196
15211,0,0,1,1,1,383.07,1,117.0,383.07,0
15212,0,0,12,12,1,106.47999999999999,1,48.0,106.47999999999999,0
15215,218,0,29,248,4,421.8725,4,137.75,421.8725,218
15216,0,1,254,254,1,389.49,1,189.0,389.49,0
15217,0,1,199,199,1,426.24,1,190.0,426.24,0
15218,293,0,25,318,11,519.2672727272728,11,291.0,519.2672727272728,293
15219,0,1,284,284,1,379.7,1,226.0,379.7,0
15221,271,0,2,273,4,515.5500000000001,4,61.0,515.55,271
15222,250,0,108,359,10,296.591,10,401.8,296.591,250
15223,125,1,245,370,3,220.73333333333335,3,57.333333333333336,220.73333333333335,125
15224,180,0,148,329,3,183.09333333333333,3,97.0,183.09333333333333,180
15227,237,0,32,269,4,317.27250000000004,4,116.75,317.27250000000004,237
15228,71,0,64,135,2,1096.78,2,560.0,1096.78,71
15229,0,1,222,222,1,160.5,1,114.0,160.5,0
15231,0,1,257,257,1,250.26,1,190.0,250.26,0
15233,0,0,37,37,1,59.400000000000006,1,12.0,59.400000000000006,0
15235,19,0,5,24,6,115.05000000000001,6,68.5,115.05000000000001,19
15240,359,0,10,370,7,393.3442857142857,7,263.57142857142856,393.3442857142857,359
15241,223,0,66,290,3,431.24,3,503.3333333333333,431.24,223
15242,0,0,58,58,1,302.04,1,196.0,302.04,0
15243,0,0,71,71,1,610.6,1,358.0,610.6,0
15244,0,1,302,302,1,280.51,1,67.0,280.51,0
15245,192,0,38,231,5,419.0,5,247.4,419.0,192
15246,0,1,191,191,1,266.25,1,112.0,266.25,0
15247,59,0,113,173,2,310.03,2,177.0,310.03,59
15248,122,0,47,170,3,631.3100000000001,3,355.0,631.3100000000001,122
15249,193,0,66,259,5,515.508,5,280.6,515.508,193
15250,0,1,276,276,1,60.0,1,48.0,60.0,0
15251,265,0,50,315,10,983.9549999999999,10,593.7,983.9549999999999,265
15252,190,0,57,247,3,454.21000000000004,3,302.6666666666667,454.21000000000004,190
15253,183,0,39,222,3,378.96333333333337,3,240.66666666666666,378.9633333333333,183
15254,14,1,182,196,2,393.995,2,218.0,393.995,14
15255,340,0,32,372,8,351.89625,8,215.625,351.89625,340
15256,0,1,197,197,1,71.95,1,37.0,71.95,0
15257,0,0,50,50,1,368.75,1,25.0,368.75,0
15259,169,0,148,318,4,295.59499999999997,4,157.75,295.59499999999997,169
15260,361,0,8,369,20,368.873,20,191.85,368.873,361
15261,52,0,17,70,3,417.7266666666667,3,178.66666666666666,417.7266666666667,52
15262,107,0,16,124,2,119.935,2,72.5,119.935,107
15264,0,0,166,166,1,454.66,1,178.0,454.66,0
15265,133,1,240,374,2,919.76,2,479.0,919.76,133
15266,322,0,15,337,4,183.2275,4,54.5,183.2275,322
15268,126,0,114,241,3,320.6333333333334,3,142.66666666666666,320.6333333333334,126
15269,10,0,16,26,2,408.28,2,173.0,408.28,10
15270,321,0,36,358,14,438.955,14,177.78571428571428,438.955,321
15271,125,0,1,127,10,214.695,10,123.9,214.695,125
15272,213,0,86,299,4,327.2525,4,88.75,327.2525,213
15273,0,1,235,235,1,228.96,1,216.0,228.96,0
15276,40,0,30,70,3,163.72333333333333,3,85.33333333333333,163.72333333333333,40
15277,0,0,61,61,1,220.44,1,168.0,220.44,0
15278,103,1,197,301,4,124.03999999999999,4,114.5,124.03999999999999,103
15279,295,0,16,311,4,322.5075,4,153.25,322.5075,295
15280,82,0,124,207,2,142.2,2,176.5,142.2,82
15281,49,0,14,63,7,887.3457142857143,7,574.5714285714286,887.3457142857143,49
15282,0,1,206,206,1,348.59,1,395.0,348.59,0
15283,127,0,26,154,3,49.443333333333335,3,9.0,49.443333333333335,127
15284,0,0,136,136,1,24.75,1,5.0,24.75,0
15285,0,0,43,43,1,94.92,1,120.0,94.92,0
15287,357,0,15,373,3,123.11333333333334,3,192.33333333333334,123.11333333333334,357
15288,299,0,1,301,6,262.41833333333335,6,104.5,262.41833333333335,299
15289,163,0,94,257,2,326.65500000000003,2,309.5,326.655,163
15290,260,0,29,289,8,319.1325,8,258.25,319.1325,260
15291,362,0,9,372,26,353.01,26,112.07692307692308,353.01,362
15293,0,1,301,301,1,247.5,1,178.0,247.5,0
15294,0,0,46,46,1,233.35,1,97.0,233.35,0
15295,0,1,290,290,1,207.04,1,139.0,207.04,0
15296,266,0,56,323,6,1108.3616666666667,6,614.3333333333334,1108.3616666666667,266
15298,364,0,2,367,12,388.2891666666667,12,264.1666666666667,388.2891666666667,364
15299,324,0,8,332,6,580.755,6,417.5,580.755,324
15301,81,0,4,86,6,422.1816666666667,6,252.5,422.1816666666667,81
15302,0,1,366,366,1,308.0,1,102.0,308.0,0
15303,118,1,201,319,2,325.08,2,133.0,325.08,118
15304,53,0,4,57,2,112.575,2,14.5,112.575,53
15305,0,1,191,191,1,93.6,1,40.0,93.6,0
15306,158,0,136,295,6,385.06333333333333,6,377.3333333333333,385.06333333333333,158
15309,124,1,246,371,4,199.49,4,110.0,199.49,124
15310,0,0,114,114,1,1634.64,1,1476.0,1634.64,0
15311,373,0,1,374,121,462.336694214876,121,270.94214876033055,462.336694214876,373
15312,340,0,19,359,8,250.66750000000002,8,147.125,250.66750000000002,340
15314,14,0,49,64,2,246.23999999999998,2,218.5,246.23999999999998,14
15317,0,1,313,313,1,129.75,1,45.0,129.75,0
15321,237,0,73,310,9,440.15777777777777,9,274.6666666666667,440.15777777777777,237
15322,0,0,112,112,1,711.18,1,555.0,711.18,0
15323,99,1,198,297,3,144.86666666666667,3,62.666666666666664,144.86666666666667,99
15324,0,1,337,337,1,140.22000000000003,1,74.0,140.22000000000003,0
15325,265,0,31,297,7,205.67428571428573,7,164.42857142857142,205.67428571428573,265
15326,129,1,245,374,4,347.2025,4,241.25,347.2025,129
15328,0,0,43,43,1,107.24,1,88.0,107.24,0
15329,350,0,10,361,8,238.64125,8,91.375,238.64125,350
15331,109,0,135,245,3,255.97,3,233.66666666666666,255.97000000000003,109
15332,147,0,2,149,6,815.4466666666667,6,384.3333333333333,815.4466666666667,147
15336,0,0,37,37,1,240.5,1,84.0,240.5,0
15337,0,0,47,47,1,373.02,1,200.0,373.02,0
15338,0,1,313,313,1,277.93,1,148.0,277.93,0
15339,248,0,57,305,5,249.39000000000001,5,144.4,249.38999999999996,248
15340,0,1,197,197,1,105.5,1,76.0,105.5,0
15341,0,0,85,85,1,382.2,1,196.0,382.2,0
15346,5,0,61,67,2,171.85,2,58.0,171.85000000000002,5
15347,71,0,2,73,4,290.5,4,135.5,290.5,71
15350,9,0,9,19,2,273.8,2,136.0,273.8,9
15351,62,0,5,68,4,442.5575,4,184.25,442.5575,62
15352,0,1,184,184,1,111.15,1,40.0,111.15,0
15353,370,0,3,373,6,389.3333333333333,6,196.83333333333334,389.3333333333333,370
15354,0,1,239,239,3,94.8,3,1.0,94.8,0
15356,54,0,4,58,4,166.165,4,81.0,166.165,54
15358,366,0,1,368,22,395.60045454545457,22,378.54545454545456,395.6004545454545,366
15359,30,1,298,329,8,22.66875,8,18.125,22.66875,30
15361,17,0,162,179,3,90.05000000000001,3,12.333333333333334,90.05000000000001,17
15362,290,0,84,374,2,306.54,2,184.0,306.53999999999996,290
15363,120,0,8,128,2,339.055,2,191.5,339.055,120
15365,269,0,39,309,6,373.8016666666667,6,174.5,373.8016666666667,269
15366,241,0,45,287,5,357.31399999999996,5,365.2,357.31399999999996,241
15367,311,0,54,365,7,457.6771428571428,7,269.57142857142856,457.6771428571428,311
15368,0,0,30,30,1,275.8,1,176.0,275.8,0
15369,239,0,128,367,11,568.2963636363637,11,298.90909090909093,568.2963636363636,239
15370,0,0,46,46,1,1352.96,1,567.0,1352.96,0
15371,0,1,298,298,1,59.400000000000006,1,12.0,59.400000000000006,0
15372,213,0,86,299,7,572.8085714285714,7,498.0,572.8085714285714,213
15373,215,0,7,222,6,167.155,6,44.666666666666664,167.155,215
15374,0,1,260,260,1,139.32,1,164.0,139.32,0
15375,0,1,326,326,1,60.959999999999994,1,84.0,60.959999999999994,0
15377,32,0,18,51,4,302.9375,4,63.25,302.9375,32
15378,39,0,98,137,2,123.25,2,65.0,123.25,39
15379,0,0,36,36,1,1174.55,1,695.0,1174.55,0
15380,373,0,1,374,7,255.54285714285714,7,93.71428571428571,255.54285714285714,373
15381,159,0,59,219,3,431.24,3,210.33333333333334,431.24,159
15382,360,0,10,371,6,1296.3066666666666,6,861.0,1296.3066666666666,360
15384,210,0,17,228,2,692.69,2,585.5,692.69,210
15385,284,0,28,313,2,312.6,2,133.5,312.6,284
15387,0,0,128,128,1,468.65,1,335.0,468.65,0
15389,281,0,36,317,4,558.45,4,885.0,558.45,281
15390,12,0,32,45,2,608.33,2,447.0,608.33,12
15391,0,1,220,220,1,289.87,1,109.0,289.87,0
15392,56,0,10,67,3,458.6966666666667,3,289.0,458.6966666666667,56
15393,156,1,203,360,3,219.82666666666668,3,76.0,219.82666666666668,156
15394,328,0,31,360,7,443.3228571428572,7,208.85714285714286,443.3228571428572,328
15396,0,1,219,219,1,508.20000000000005,1,156.0,508.20000000000005,0
15400,140,0,56,196,3,195.36666666666667,3,90.66666666666667,195.36666666666667,140
15401,116,0,88,204,2,108.47500000000001,2,46.5,108.47500000000001,116
15402,204,0,23,227,4,300.9425,4,335.0,300.9425,204
15403,238,0,127,366,2,85.44,2,246.0,85.44,238
15404,0,0,11,11,1,257.06,1,334.0,257.06,0
15405,0,1,212,212,1,310.74,1,155.0,310.74,0
15406,0,0,89,89,2,232.57999999999998,2,146.5,232.57999999999998,0
15409,0,1,357,357,1,131.25,1,59.0,131.25,0
15410,31,1,204,235,2,617.44,2,351.0,617.44,31
15413,47,1,327,374,5,1359.7440000000001,5,538.8,1359.7440000000001,47
15416,197,0,114,312,3,196.16666666666666,3,110.0,196.16666666666666,197
15418,161,0,61,222,2,224.71,2,132.0,224.71,161
15420,300,0,70,370,6,123.83333333333333,6,140.66666666666666,123.83333333333333,300
15421,346,0,21,368,6,475.83,6,237.83333333333334,475.83,346
15422,291,0,15,306,5,304.454,5,134.4,304.454,291
15423,39,1,217,257,2,111.695,2,48.5,111.695,39
15424,0,0,99,99,1,214.44,1,319.0,214.44,0
15425,263,0,36,299,4,485.28000000000003,4,260.25,485.28000000000003,263
15426,216,0,5,222,5,226.96999999999997,5,106.8,226.96999999999997,216
15428,334,0,23,358,3,222.99,3,81.66666666666667,222.99,334
15430,60,0,103,164,2,477.375,2,154.5,477.375,60
15431,0,0,138,138,1,153.24,1,84.0,153.24,0
15432,0,0,177,177,1,149.57,1,27.0,149.57,0
15434,310,0,10,320,6,254.26333333333335,6,129.33333333333334,254.26333333333335,310
15437,0,1,276,276,1,193.29000000000002,1,98.0,193.29000000000002,0
15439,248,0,40,289,4,317.2625,4,143.0,317.26250000000005,248
15441,334,0,32,366,3,418.07,3,195.66666666666666,418.07,334
15443,168,0,110,278,7,271.52000000000004,7,151.42857142857142,271.52000000000004,168
15445,0,1,226,226,1,171.0,1,60.0,171.0,0
15446,349,0,12,362,3,133.25,3,88.33333333333333,133.25,349
15447,97,0,163,261,4,84.42750000000001,4,35.75,84.42750000000001,97
15448,0,1,310,310,1,294.17,1,255.0,294.17,0
15451,164,0,70,235,2,113.43,2,38.0,113.43,164
15452,121,0,26,147,3,418.8766666666667,3,269.0,418.8766666666667,121
15454,0,1,254,254,1,126.89,1,60.0,126.89,0
15455,0,1,233,233,1,38.25,1,3.0,38.25,0
15456,328,0,39,367,7,236.70428571428573,7,299.14285714285717,236.7042857142857,328
15458,0,0,38,38,1,208.79999999999998,1,144.0,208.79999999999998,0
15459,80,0,53,133,2,101.41499999999999,2,60.5,101.41499999999999,80
15461,170,0,96,267,2,214.85,2,115.0,214.85,170
15462,0,0,81,81,1,502.45,1,323.0,502.45,0
15465,360,0,5,365,15,352.102,15,100.4,352.102,360
15466,347,0,25,372,3,408.6433333333334,3,231.66666666666666,408.6433333333334,347
15468,0,0,28,28,1,962.97,1,1245.0,962.97,0
15469,0,0,74,74,1,335.7,1,134.0,335.7,0
15470,0,1,211,211,1,63.419999999999995,1,232.0,63.419999999999995,0
15471,170,0,16,186,2,418.765,2,207.0,418.765,170
15473,0,0,80,80,1,274.8,1,104.0,274.8,0
15474,0,1,231,231,1,150.35,1,55.0,150.35,0
15476,62,0,16,78,4,552.495,4,293.5,552.4949999999999,62
15477,0,1,285,285,1,368.4,1,216.0,368.4,0
15478,0,1,211,211,1,583.56,1,319.0,583.56,0
15479,0,1,369,369,1,147.4,1,38.0,147.4,0
15480,210,0,101,312,4,1343.375,4,387.25,1343.375,210
15481,0,0,37,37,1,1993.34,1,1450.0,1993.34,0
15482,350,0,22,373,7,505.37142857142857,7,216.0,505.37142857142857,350
15483,298,0,21,320,6,98.75999999999999,6,102.33333333333333,98.75999999999999,298
15484,194,0,176,370,2,530.845,2,462.0,530.845,194
15485,364,0,9,374,5,637.202,5,252.6,637.202,364
15486,0,0,163,163,1,102.0,1,40.0,102.0,0
15487,0,1,315,315,1,231.32,1,144.0,231.32,0
15488,126,0,92,219,4,85.15,4,44.5,85.15,126
15489,292,0,36,329,5,257.06600000000003,5,131.2,257.066,292
15490,0,0,66,66,1,210.85,1,82.0,210.85,0
15493,265,0,25,290,4,542.0675,4,163.75,542.0675,265
15494,250,0,114,364,3,807.34,3,637.6666666666666,807.34,250
15495,0,0,15,15,1,246.5,1,194.0,246.5,0
15496,0,1,267,267,1,146.14000000000001,1,98.0,146.14000000000001,0
15497,338,0,18,357,7,1056.4557142857143,7,330.42857142857144,1056.4557142857143,338
15498,356,0,2,359,19,664.9042105263158,19,341.7368421052632,664.9042105263158,356
15499,0,1,359,359,1,158.65,1,59.0,158.65,0
15501,10,0,40,51,2,199.975,2,102.5,199.975,10
15502,186,0,4,190,5,709.668,5,322.6,709.668,186
15503,0,1,362,362,1,116.26,1,60.0,116.26,0
15504,144,0,156,301,3,116.62333333333333,3,36.0,116.62333333333333,144
15506,96,0,17,113,3,352.75,3,265.0,352.75,96
15509,0,0,16,16,1,152.41,1,58.0,152.41,0
15512,285,0,26,312,2,105.29,2,83.5,105.29,285
15513,329,0,1,331,18,721.7961111111111,18,284.55555555555554,721.7961111111111,329
15514,355,0,15,371,7,338.3342857142857,7,284.14285714285717,338.3342857142857,355
15515,0,0,23,23,1,171.81,1,131.0,171.81,0
15518,340,0,15,355,7,324.0628571428571,7,221.0,324.0628571428571,340
15519,63,0,19,82,2,172.305,2,58.0,172.305,63
15521,303,0,36,339,8,512.255,8,333.875,512.255,303
15523,349,0,24,373,15,1123.1453333333334,15,1033.4,1123.1453333333334,349
15524,0,1,242,242,1,151.4,1,24.0,151.4,0
15525,9,0,9,18,2,215.39,2,126.5,215.39,9
15527,329,0,30,360,15,208.424,15,81.33333333333333,208.424,329
15529,27,0,2,30,2,558.36,2,496.0,558.36,27
15530,0,0,148,148,1,311.37,1,390.0,311.37,0
15532,173,0,12,185,6,362.3533333333333,6,137.0,362.3533333333333,173
15534,0,1,361,361,1,162.25,1,63.0,162.25,0
15535,44,0,40,84,2,270.735,2,89.5,270.735,44
15536,0,0,45,45,1,259.09,1,242.0,259.09,0
15538,125,0,173,299,6,559.7333333333332,6,169.33333333333334,559.7333333333333,125
15540,0,0,11,11,1,247.38,1,244.0,247.38,0
15542,225,0,148,373,3,285.2366666666667,3,139.33333333333334,285.2366666666667,225
15543,0,0,95,95,1,114.4,1,81.0,114.4,0
15544,307,0,8,316,12,384.6433333333334,12,325.8333333333333,384.6433333333334,307
15545,0,0,7,7,1,135.32999999999998,1,75.0,135.32999999999998,0
15546,0,1,242,242,2,539.5500000000001,2,99.0,539.5500000000001,0
15547,357,0,12,369,12,428.87083333333334,12,273.25,428.87083333333334,357
15548,0,1,231,231,1,158.09,1,64.0,158.09,0
15549,276,0,57,333,5,130.54000000000002,5,48.4,130.54000000000002,276
15550,357,0,14,372,8,204.4275,8,105.5,204.4275,357
15551,155,0,30,186,6,207.29166666666666,6,96.33333333333333,207.29166666666666,155
15552,0,1,259,259,1,162.4,1,106.0,162.4,0
15555,368,0,1,369,22,330.3559090909091,22,208.13636363636363,330.3559090909091,368
15558,0,1,275,275,1,202.68,1,73.0,202.68,0
15559,0,1,204,204,1,1109.4,1,526.0,1109.4,0
15560,0,0,33,33,2,76.76,2,36.0,76.75999999999999,0
15561,279,0,19,299,4,283.45,4,266.75,283.45,279
15562,301,0,60,362,2,268.44,2,260.5,268.44,301
15563,166,0,150,316,3,486.34,3,501.3333333333333,486.34,166
15564,212,0,99,312,2,35.370000000000005,2,21.0,35.370000000000005,212
15566,331,0,28,360,2,113.935,2,76.5,113.935,331
15569,258,0,26,285,5,441.54799999999994,5,213.6,441.54799999999994,258
15570,251,0,5,257,14,364.6657142857143,14,155.78571428571428,364.6657142857143,251
15571,347,0,22,369,10,324.192,10,214.7,324.192,347
15572,223,0,16,240,3,477.26,3,292.0,477.26000000000005,223
15573,110,1,254,365,3,199.07666666666668,3,138.33333333333334,199.07666666666668,110
15574,92,0,8,100,3,258.28000000000003,3,192.33333333333334,258.28,92
15575,0,1,255,255,1,30.1,1,6.0,30.1,0
15577,2,1,359,362,2,68.575,2,15.5,68.575,2
15579,49,0,19,68,3,307.6766666666667,3,198.66666666666666,307.6766666666667,49
15580,293,0,12,306,8,171.92375,8,119.375,171.92375,293
15581,371,0,2,373,26,156.80653846153848,26,109.57692307692308,156.80653846153848,371
15583,0,0,12,12,1,95.96,1,56.0,95.96,0
15584,270,0,35,306,2,273.67,2,85.0,273.67,270
15586,108,1,228,336,3,379.7,3,446.0,379.70000000000005,108
15587,99,0,28,127,3,202.80000000000004,3,72.0,202.80000000000004,99
15588,0,1,313,313,1,579.6,1,96.0,579.6,0
15590,224,0,18,242,5,299.32,5,166.4,299.32,224
15591,91,1,218,309,3,72.63333333333334,3,19.333333333333332,72.63333333333334,91
15595,0,0,123,123,1,357.6,1,144.0,357.6,0
15596,134,0,1,135,5,344.69,5,163.0,344.69,134
15597,0,1,211,211,1,238.8,1,114.0,238.8,0
15598,0,0,63,63,1,307.34,1,244.0,307.34,0
15599,0,0,81,81,1,488.32,1,380.0,488.32,0
15600,165,0,64,229,4,299.8275,4,164.25,299.8275,165
15601,365,0,8,374,17,481.3858823529412,17,357.52941176470586,481.3858823529412,365
15602,369,0,4,373,8,241.58,8,151.5,241.57999999999998,369
15603,0,1,284,284,1,40.0,1,32.0,40.0,0
15605,320,0,9,330,5,147.714,5,54.2,147.714,320
15606,257,0,26,283,8,288.85375,8,90.375,288.85375,257
15607,156,0,179,336,8,200.52625,8,158.5,200.52625,156
15608,0,0,51,51,1,692.3,1,548.0,692.3,0
15611,299,0,19,319,13,108.14076923076922,13,18.692307692307693,108.14076923076922,299
15613,0,1,246,246,1,433.71999999999997,1,700.0,433.71999999999997,0
15614,188,0,73,262,4,786.84,4,408.0,786.84,188
15615,346,0,26,373,24,457.2595833333333,24,274.25,457.2595833333333,346
15616,0,0,74,74,1,317.11,1,137.0,317.11,0
15617,111,0,32,143,3,276.18333333333334,3,161.66666666666666,276.18333333333334,111
15620,0,0,45,45,1,389.18,1,334.0,389.18,0
15622,218,0,63,281,8,517.88125,8,302.125,517.88125,218
15623,335,0,29,365,7,305.1457142857143,7,137.42857142857142,305.1457142857143,335
15625,165,0,12,178,5,340.428,5,366.4,340.428,165
15626,0,0,57,57,1,391.72,1,372.0,391.72,0
15627,65,0,93,158,2,283.45,2,172.0,283.45000000000005,65
15628,359,0,2,362,9,309.11333333333334,9,213.88888888888889,309.11333333333334,359
15629,82,0,86,168,4,560.225,4,379.5,560.225,82
15630,0,1,280,280,1,295.05,1,187.0,295.05,0
15631,0,1,278,278,1,596.67,1,525.0,596.67,0
15633,221,0,145,367,13,333.5353846153846,13,157.53846153846155,333.5353846153846,221
15634,0,0,19,19,1,311.1,1,128.0,311.1,0
15635,0,0,31,31,1,100.35,1,5.0,100.35,0
15636,132,0,73,205,2,359.91,2,138.0,359.90999999999997,132
15637,310,0,49,360,4,143.5575,4,130.75,143.5575,310
15638,231,0,14,246,6,377.5333333333333,6,189.0,377.5333333333333,231
15639,153,0,87,241,2,319.88,2,263.0,319.88,153
15640,352,0,8,361,15,760.7946666666667,15,383.2,760.7946666666667,352
15641,336,0,32,369,8,432.29375,8,357.5,432.29375000000005,336
15642,0,1,365,365,1,105.78000000000002,1,270.0,105.78000000000002,0
15645,11,0,50,61,2,221.58,2,70.0,221.58,11
15646,38,0,8,46,3,175.65666666666667,3,219.0,175.65666666666667,38
15647,0,0,51,51,1,169.0,1,124.0,169.0,0
15649,19,0,3,23,3,451.45,3,97.66666666666667,451.45,19
15650,106,0,157,264,2,276.94,2,105.0,276.94,106
15651,176,0,56,232,2,306.38,2,196.0,306.38,176
15652,97,0,23,121,4,267.05,4,112.25,267.05,97
15658,363,0,8,372,4,349.84250000000003,4,112.25,349.8425,363
15659,266,0,22,289,2,113.02,2,25.0,113.02,266
15660,306,0,1,308,7,173.1614285714286,7,120.42857142857143,173.16142857142856,306
15661,199,0,15,214,6,151.025,6,90.5,151.025,199
15662,77,1,297,374,2,141.865,2,72.5,141.865,77
15664,200,0,85,285,3,289.2,3,124.33333333333333,289.2,200
15665,223,0,47,271,3,588.2866666666666,3,374.3333333333333,588.2866666666666,223
15666,23,0,108,131,2,316.46999999999997,2,234.5,316.47,23
15670,0,1,192,192,1,152.15,1,41.0,152.15,0
15672,0,1,361,361,1,45.300000000000004,1,10.0,45.300000000000004,0
15673,203,0,87,291,5,695.618,5,364.6,695.618,203
15674,313,0,53,367,8,562.70375,8,296.625,562.70375,313
15675,0,0,40,40,1,218.35,1,97.0,218.35,0
15677,42,0,57,99,2,324.2,2,178.0,324.2,42
15678,127,0,31,158,2,736.62,2,419.0,736.62,127
15680,371,0,2,373,8,396.7375,8,265.25,396.7375,371
15681,185,0,15,200,9,173.72666666666666,9,64.0,173.72666666666666,185
15682,88,1,235,323,2,159.12,2,111.0,159.12,88
15683,0,0,109,109,1,330.79,1,201.0,330.79,0
15684,188,1,183,371,3,57.98333333333333,3,25.666666666666668,57.98333333333333,188
15685,0,0,86,86,1,55.980000000000004,1,36.0,55.980000000000004,0
15686,0,0,56,56,1,90.0,1,72.0,90.0,0
15688,0,0,54,54,1,190.57,1,95.0,190.57,0
15689,0,1,253,253,1,266.93,1,123.0,266.93,0
15691,338,0,30,369,3,144.83333333333334,3,46.666666666666664,144.83333333333334,338
