Recency,T,Frequency,Monetary,PurchaseFrequency,AvgBasketSize,AvgPurchaseValue,CustomerLifetime,CLV
15,15,1,246.5,1,194.0,246.5,0,0.0
267,267,1,146.14000000000001,1,98.0,146.14000000000001,0,0.0
18,357,7,1056.4557142857143,7,330.42857142857144,1056.4557142857143,338,6848.148547945206
2,359,19,664.9042105263158,19,341.7368421052632,664.9042105263158,356,12321.676931506847
359,359,1,158.65,1,59.0,158.65,0,0.0
40,51,2,199.975,2,102.5,199.975,10,10.957534246575342
4,190,5,709.668,5,322.6,709.668,186,1808.195178082192
362,362,1,116.26,1,60.0,116.26,0,0.0
156,301,3,116.62333333333333,3,36.0,116.62333333333333,144,138.03090410958904
17,113,3,352.75,3,265.0,352.75,96,278.33424657534243
16,16,1,152.41,1,58.0,152.41,0,0.0
26,312,2,105.29,2,83.5,105.29,285,164.42547945205482
1,331,18,721.7961111111111,18,284.55555555555554,721.7961111111111,329,11710.894712328767
15,371,7,338.3342857142857,7,284.14285714285717,338.3342857142857,355,2303.4539726027397
23,23,1,171.81,1,131.0,171.81,0,0.0
15,355,7,324.0628571428571,7,221.0,324.0628571428571,340,2113.067397260274
19,82,2,172.305,2,58.0,172.305,63,59.480630136986306
36,339,8,512.255,8,333.875,512.255,303,3401.934575342466
24,373,15,1123.1453333333334,15,1033.4,1123.1453333333334,349,16108.673479452054
242,242,1,151.4,1,24.0,151.4,0,0.0
9,18,2,215.39,2,126.5,215.39,9,10.621972602739724
30,360,15,208.424,15,81.33333333333333,208.424,329,2818.0066849315067
2,30,2,558.36,2,496.0,558.36,27,82.60668493150685
148,148,1,311.37,1,390.0,311.37,0,0.0
12,185,6,362.3533333333333,6,137.0,362.3533333333333,173,1030.473315068493
361,361,1,162.25,1,63.0,162.25,0,0.0
40,84,2,270.735,2,89.5,270.735,44,65.27309589041097
45,45,1,259.09,1,242.0,259.09,0,0.0
173,299,6,559.7333333333332,6,169.33333333333334,559.7333333333333,125,1150.13698630137
11,11,1,247.38,1,244.0,247.38,0,0.0
148,373,3,285.2366666666667,3,139.33333333333334,285.2366666666667,225,527.4924657534247
95,95,1,114.4,1,81.0,114.4,0,0.0
8,316,12,384.6433333333334,12,325.8333333333333,384.6433333333334,307,3882.2631232876715
7,7,1,135.32999999999998,1,75.0,135.32999999999998,0,0.0
242,242,2,539.5500000000001,2,99.0,539.5500000000001,0,0.0
12,369,12,428.87083333333334,12,273.25,428.87083333333334,357,5033.651095890411
231,231,1,158.09,1,64.0,158.09,0,0.0
57,333,5,130.54000000000002,5,48.4,130.54000000000002,276,493.548493150685
14,372,8,204.4275,8,105.5,204.4275,357,1599.5751780821918
30,186,6,207.29166666666666,6,96.33333333333333,207.29166666666666,155,528.167808219178
259,259,1,162.4,1,106.0,162.4,0,0.0
1,369,22,330.3559090909091,22,208.13636363636363,330.3559090909091,368,7327.565589041096
275,275,1,202.68,1,73.0,202.68,0,0.0
204,204,1,1109.4,1,526.0,1109.4,0,0.0
33,33,2,76.76,2,36.0,76.75999999999999,0,0.0
19,299,4,283.45,4,266.75,283.45,279,866.6580821917807
60,362,2,268.44,2,260.5,268.44,301,442.7421369863014
150,316,3,486.34,3,501.3333333333333,486.34,166,663.5543013698631
99,312,2,35.370000000000005,2,21.0,35.370000000000005,212,41.08734246575342
28,360,2,113.935,2,76.5,113.935,331,206.64375342465755
26,285,5,441.54799999999994,5,213.6,441.54799999999994,258,1560.5395068493149
5,257,14,364.6657142857143,14,155.78571428571428,364.6657142857143,251,3510.7816986301364
22,369,10,324.192,10,214.7,324.192,347,3082.044493150685
16,240,3,477.26,3,292.0,477.26000000000005,223,874.7587397260276
254,365,3,199.07666666666668,3,138.33333333333334,199.07666666666668,110,179.98712328767124
8,100,3,258.28000000000003,3,192.33333333333334,258.28,92,195.30213698630138
255,255,1,30.1,1,6.0,30.1,0,0.0
359,362,2,68.575,2,15.5,68.575,2,0.7515068493150685
19,68,3,307.6766666666667,3,198.66666666666666,307.6766666666667,49,123.91361643835616
12,306,8,171.92375,8,119.375,171.92375,293,1104.0801917808221
2,373,26,156.80653846153848,26,109.57692307692308,156.80653846153848,371,4143.988684931507
12,12,1,95.96,1,56.0,95.96,0,0.0
35,306,2,273.67,2,85.0,273.67,270,404.88164383561644
228,336,3,379.7,3,446.0,379.70000000000005,108,337.04876712328775
28,127,3,202.80000000000004,3,72.0,202.80000000000004,99,165.01808219178085
313,313,1,579.6,1,96.0,579.6,0,0.0
18,242,5,299.32,5,166.4,299.32,224,918.4613698630137
218,309,3,72.63333333333334,3,19.333333333333332,72.63333333333334,91,54.32575342465754
123,123,1,357.6,1,144.0,357.6,0,0.0
1,135,5,344.69,5,163.0,344.69,134,632.7186301369863
211,211,1,238.8,1,114.0,238.8,0,0.0
63,63,1,307.34,1,244.0,307.34,0,0.0
81,81,1,488.32,1,380.0,488.32,0,0.0
64,229,4,299.8275,4,164.25,299.8275,165,542.1538356164383
8,374,17,481.3858823529412,17,357.52941176470586,481.3858823529412,365,8183.56
4,373,8,241.58,8,151.5,241.57999999999998,369,1953.819616438356
284,284,1,40.0,1,32.0,40.0,0,0.0
9,330,5,147.714,5,54.2,147.714,320,647.5134246575342
26,283,8,288.85375,8,90.375,288.85375,257,1627.0775616438355
179,336,8,200.52625,8,158.5,200.52625,156,685.6349589041097
51,51,1,692.3,1,548.0,692.3,0,0.0
19,319,13,108.14076923076922,13,18.692307692307693,108.14076923076922,299,1151.6251232876712
246,246,1,433.71999999999997,1,700.0,433.71999999999997,0,0.0
73,262,4,786.84,4,408.0,786.84,188,1621.1059726027397
26,373,24,457.2595833333333,24,274.25,457.2595833333333,346,10402.968712328766
74,74,1,317.11,1,137.0,317.11,0,0.0
32,143,3,276.18333333333334,3,161.66666666666666,276.18333333333334,111,251.97
45,45,1,389.18,1,334.0,389.18,0,0.0
63,281,8,517.88125,8,302.125,517.88125,218,2474.479178082192
29,365,7,305.1457142857143,7,137.42857142857142,305.1457142857143,335,1960.456712328767
12,178,5,340.428,5,366.4,340.428,165,769.4605479452053
57,57,1,391.72,1,372.0,391.72,0,0.0
93,158,2,283.45,2,172.0,283.45000000000005,65,100.95479452054795
2,362,9,309.11333333333334,9,213.88888888888889,309.11333333333334,359,2736.2881643835617
86,168,4,560.225,4,379.5,560.225,82,503.4350684931507
280,280,1,295.05,1,187.0,295.05,0,0.0
278,278,1,596.67,1,525.0,596.67,0,0.0
145,367,13,333.5353846153846,13,157.53846153846155,333.5353846153846,221,2625.3346849315067
19,19,1,311.1,1,128.0,311.1,0,0.0
31,31,1,100.35,1,5.0,100.35,0,0.0
73,205,2,359.91,2,138.0,359.90999999999997,132,260.3184657534246
49,360,4,143.5575,4,130.75,143.5575,310,487.7021917808219
14,246,6,377.5333333333333,6,189.0,377.5333333333333,231,1433.592328767123
87,241,2,319.88,2,263.0,319.88,153,268.1733698630137
8,361,15,760.7946666666667,15,383.2,760.7946666666667,352,11005.46805479452
32,369,8,432.29375,8,357.5,432.29375000000005,336,3183.57698630137
365,365,1,105.78000000000002,1,270.0,105.78000000000002,0,0.0
50,61,2,221.58,2,70.0,221.58,11,13.35550684931507
8,46,3,175.65666666666667,3,219.0,175.65666666666667,38,54.862630136986304
51,51,1,169.0,1,124.0,169.0,0,0.0
3,23,3,451.45,3,97.66666666666667,451.45,19,70.50041095890411
157,264,2,276.94,2,105.0,276.94,106,160.8528219178082
56,232,2,306.38,2,196.0,306.38,176,295.4678356164384
23,121,4,267.05,4,112.25,267.05,97,283.8778082191781
8,372,4,349.84250000000003,4,112.25,349.8425,363,1391.702219178082
22,289,2,113.02,2,25.0,113.02,266,164.7305205479452
1,308,7,173.1614285714286,7,120.42857142857143,173.16142857142856,306,1016.1966575342465
15,214,6,151.025,6,90.5,151.025,199,494.0379452054795
297,374,2,141.865,2,72.5,141.865,77,59.8553698630137
85,285,3,289.2,3,124.33333333333333,289.2,200,475.3972602739725
47,271,3,588.2866666666666,3,374.3333333333333,588.2866666666666,223,1078.2569315068492
108,131,2,316.46999999999997,2,234.5,316.47,23,39.88389041095891
192,192,1,152.15,1,41.0,152.15,0,0.0
361,361,1,45.300000000000004,1,10.0,45.300000000000004,0,0.0
87,291,5,695.618,5,364.6,695.618,203,1934.389780821918
53,367,8,562.70375,8,296.625,562.70375,313,3860.301890410959
40,40,1,218.35,1,97.0,218.35,0,0.0
57,99,2,324.2,2,178.0,324.2,42,74.61041095890411
31,158,2,736.62,2,419.0,736.62,127,512.606794520548
2,373,8,396.7375,8,265.25,396.7375,371,3226.0736986301367
15,200,9,173.72666666666666,9,64.0,173.72666666666666,185,792.4791780821918
235,323,2,159.12,2,111.0,159.12,88,76.72635616438356
109,109,1,330.79,1,201.0,330.79,0,0.0
183,371,3,57.98333333333333,3,25.666666666666668,57.98333333333333,188,89.59616438356164
86,86,1,55.980000000000004,1,36.0,55.980000000000004,0,0.0
56,56,1,90.0,1,72.0,90.0,0,0.0
54,54,1,190.57,1,95.0,190.57,0,0.0
253,253,1,266.93,1,123.0,266.93,0,0.0
30,369,3,144.83333333333334,3,46.666666666666664,144.83333333333334,338,402.35890410958905
295,295,1,37.5,1,30.0,37.5,0,0.0
1,368,12,360.9508333333333,12,81.75,360.9508333333333,366,4343.276876712329
233,317,2,360.53,2,136.0,360.53,83,163.9670684931507
59,320,5,234.02200000000002,5,74.2,234.02200000000002,260,833.5030136986302
325,325,1,246.75,1,127.0,246.75,0,0.0
260,260,1,46.2,1,60.0,46.2,0,0.0
112,318,2,70.19500000000001,2,51.5,70.19500000000001,205,78.8491780821918
138,219,2,720.52,2,340.5,720.52,81,319.7924383561644
5,61,3,323.06333333333333,3,123.0,323.06333333333333,55,146.04232876712328
225,225,1,194.6,1,48.0,194.6,0,0.0
53,53,1,898.87,1,641.0,898.87,0,0.0
192,320,2,210.125,2,99.5,210.125,128,147.37534246575342
15,374,7,342.86428571428576,7,113.0,342.86428571428576,359,2360.5971232876714
2,359,3,218.03,3,120.0,218.03,357,639.7537808219179
89,191,3,151.31,3,58.333333333333336,151.31,102,126.85167123287673
191,255,5,131.60399999999998,5,49.2,131.60399999999998,63,113.57605479452056
5,368,8,239.19375,8,133.75,239.19375,362,1897.8221917808219
57,228,4,114.17500000000001,4,38.5,114.17500000000001,171,213.96082191780826
176,176,1,293.79,1,95.0,293.79,0,0.0
17,374,18,286.9944444444444,18,146.55555555555554,286.9944444444444,357,5052.674794520547
186,186,1,140.49,1,46.0,140.49,0,0.0
81,276,6,503.79833333333335,6,209.33333333333334,503.79833333333335,195,1614.9152054794522
47,210,3,246.66666666666666,3,118.0,246.66666666666666,162,328.43835616438355
36,36,1,92.6,1,44.0,92.6,0,0.0
26,26,1,321.91,1,123.0,321.91,0,0.0
23,320,8,526.58125,8,355.625,526.58125,297,3427.827534246575
15,80,2,272.3,2,66.0,272.3,64,95.49150684931507
36,39,2,53.775000000000006,2,9.5,53.775000000000006,3,0.883972602739726
17,67,2,302.85,2,186.0,302.85,49,81.31315068493151
189,189,1,125.3,1,122.0,125.3,0,0.0
8,309,9,154.21666666666667,9,127.33333333333333,154.21666666666667,301,1144.5834246575344
72,183,2,461.925,2,85.0,461.92500000000007,110,278.4205479452055
57,57,1,327.68,1,206.0,327.68,0,0.0
71,71,2,883.56,2,604.0,883.56,0,0.0
8,365,26,329.2519230769231,26,242.42307692307693,329.2519230769231,356,8349.46794520548
94,254,2,104.31,2,35.0,104.31,160,91.44986301369863
255,255,1,156.87,1,51.0,156.87,0,0.0
11,326,6,258.8616666666667,6,146.33333333333334,258.8616666666667,314,1336.1517260273974
85,85,2,232.72500000000002,2,105.5,232.72500000000002,0,0.0
2,374,12,360.87175,12,233.83333333333334,360.87175,371,4401.646660273973
96,369,11,125.49454545454546,11,40.27272727272727,125.49454545454546,272,1028.7114520547946
8,93,3,519.32,3,328.3333333333333,519.32,84,358.5442191780822
129,291,6,429.84,6,260.5,429.84,161,1137.6039452054795
15,371,11,329.8972727272727,11,237.0,329.8972727272727,356,3539.39101369863
22,183,4,556.485,4,316.5,556.485,160,975.7545205479452
147,373,4,144.47250000000003,4,115.75,144.47250000000003,226,357.8168219178083
266,266,2,6958.17,2,1.0,6958.17,0,0.0
78,78,1,143.05,1,31.0,143.05,0,0.0
70,114,2,611.5550000000001,2,447.5,611.5550000000001,44,147.443397260274
302,302,1,370.63,1,335.0,370.63,0,0.0
92,318,2,258.0,2,82.0,258.0,225,318.0821917808219
112,372,31,473.77612903225804,31,128.09677419354838,473.77612903225804,260,10462.015342465753
7,364,21,1545.3142857142857,21,925.3333333333334,1545.3142857142857,357,31740.33205479452
248,248,1,321.45,1,67.0,321.45,0,0.0
240,329,3,335.5133333333333,3,170.66666666666666,335.5133333333333,89,245.430301369863
54,54,1,280.88,1,110.0,280.88,0,0.0
45,45,1,138.84,1,99.0,138.84,0,0.0
54,292,5,203.50799999999998,5,75.6,203.50799999999998,238,663.4918356164383
267,267,1,45.6,1,192.0,45.6,0,0.0
32,204,3,238.5,3,73.66666666666667,238.5,172,337.16712328767125
67,67,1,307.95,1,101.0,307.95,0,0.0
99,168,2,62.040000000000006,2,10.0,62.04,69,23.45621917808219
66,66,1,1399.36,1,980.0,1399.36,0,0.0
103,308,2,424.16499999999996,2,190.5,424.16499999999996,204,474.1351232876712
15,360,11,330.99636363636364,11,260.6363636363636,330.99636363636364,345,3441.4553424657533
53,172,2,1791.31,2,1308.5,1791.31,118,1158.2168767123287
144,144,1,221.82999999999998,1,115.0,221.82999999999998,0,0.0
67,259,5,322.142,5,412.2,322.142,192,847.2775890410958
165,277,3,665.2166666666667,3,413.0,665.2166666666666,112,612.3638356164382
35,254,2,466.92,2,303.0,466.92,218,557.7455342465754
14,374,5,286.79200000000003,5,226.4,286.79200000000003,359,1410.3880547945205
372,373,2,388.5,2,144.0,388.5,0,0.0
66,326,7,195.69428571428574,7,118.57142857142857,195.69428571428574,260,975.7906849315069
10,254,9,273.6688888888889,9,97.0,273.6688888888889,243,1639.7640000000001
217,317,2,306.84000000000003,2,204.0,306.84000000000003,100,168.1315068493151
128,317,3,511.78999999999996,3,305.0,511.78999999999996,188,790.8207123287671
54,54,1,537.1999999999999,1,386.0,537.1999999999999,0,0.0
89,254,5,106.03599999999999,5,48.6,106.03599999999999,165,239.67041095890409
81,312,3,504.6133333333333,3,246.66666666666666,504.6133333333333,230,953.9265753424656
21,365,13,358.5192307692308,13,218.30769230769232,358.5192307692308,343,4379.828082191781
44,302,2,456.81,2,551.0,456.81,257,643.288602739726
5,374,18,804.5572222222222,18,320.8333333333333,804.5572222222222,368,14601.060383561644
95,171,2,379.335,2,199.5,379.33500000000004,75,155.89109589041095
22,309,4,401.765,4,198.0,401.765,286,1259.2305753424657
1,24,2,778.69,2,402.5,778.69,22,93.8694794520548
71,360,7,485.76142857142855,7,361.14285714285717,485.76142857142855,288,2683.000109589041
29,239,2,344.555,2,228.5,344.555,210,396.4742465753425
178,178,2,72.07499999999999,2,27.0,72.07499999999999,0,0.0
56,179,3,922.1333333333333,3,532.0,922.1333333333332,122,924.6597260273971
224,224,1,340.5,1,284.0,340.5,0,0.0
67,267,6,338.2233333333333,6,261.8333333333333,338.2233333333333,200,1111.967123287671
129,369,4,238.6475,4,143.75,238.6475,240,627.6756164383562
8,367,3,1294.0566666666666,3,591.3333333333334,1294.0566666666666,358,3807.717424657534
89,168,2,445.47,2,239.0,445.47,78,190.3926575342466
204,204,1,943.97,1,861.0,943.97,0,0.0
8,336,16,122.37375,16,58.875,122.37375,328,1759.4998356164383
11,11,1,1108.82,1,367.0,1108.82,0,0.0
373,373,1,80.4,1,24.0,80.4,0,0.0
12,60,3,513.08,3,284.6666666666667,513.08,47,198.2035068493151
121,121,1,385.03000000000003,1,216.0,385.03000000000003,0,0.0
3,360,16,2532.495,16,2893.5,2532.495,357,39631.81216438356
22,365,5,303.66999999999996,5,289.8,303.67,343,1426.8330136986303
29,163,2,274.4,2,148.0,274.4,134,201.47726027397258
172,318,3,238.17,3,67.33333333333333,238.17,145,283.84643835616436
21,21,1,107.01,1,79.0,107.01,0,0.0
64,277,3,144.43333333333334,3,64.66666666666667,144.43333333333334,213,252.85726027397263
257,257,1,137.99,1,45.0,137.99,0,0.0
12,362,4,192.9675,4,259.0,192.9675,349,738.034602739726
162,162,1,109.73,1,67.0,109.73,0,0.0
162,162,1,96.55,1,12.0,96.55,0,0.0
12,365,9,289.90666666666664,9,85.0,289.9066666666667,352,2516.2310136986307
112,112,1,340.48,1,242.0,340.48,0,0.0
1,372,26,680.9088461538462,26,359.96153846153845,680.9088461538462,370,17946.145479452058
66,66,1,273.48,1,276.0,273.48,0,0.0
3,365,9,278.7522222222222,9,194.55555555555554,278.7522222222222,362,2488.1499726027396
68,68,1,438.46,1,174.0,438.46,0,0.0
4,369,10,149.88,10,89.4,149.88,364,1494.6936986301369
92,316,4,305.57,4,327.25,305.57,224,750.1115616438357
9,358,10,203.364,10,105.9,203.364,348,1938.9225205479452
253,358,3,95.42,3,47.666666666666664,95.42,105,82.34876712328766
17,17,1,244.44000000000003,1,294.0,244.44000000000003,0,0.0
49,339,2,673.145,2,386.5,673.145,290,1069.6550684931506
5,361,17,307.3417647058824,17,180.05882352941177,307.3417647058824,355,5081.664520547945
219,219,1,94.53,1,57.0,94.53,0,0.0
262,262,1,171.47,1,98.0,171.47,0,0.0
32,82,3,168.67333333333332,3,57.0,168.67333333333332,49,67.93145205479452
73,73,1,33.099999999999994,1,5.0,33.099999999999994,0,0.0
14,186,2,206.5,2,140.0,206.5,171,193.48767123287672
135,136,4,78.47999999999999,4,288.0,78.48,1,0.860054794520548
23,337,14,491.34857142857146,14,183.42857142857142,491.34857142857146,313,5898.875178082192
282,282,1,108.52,1,74.0,108.52,0,0.0
45,84,2,724.5699999999999,2,443.0,724.5699999999999,39,154.83961643835616
197,369,2,165.385,2,121.5,165.385,171,154.9634794520548
40,358,4,284.45,4,159.75,284.45,317,988.171506849315
5,5,1,329.03000000000003,1,202.0,329.03000000000003,0,0.0
4,365,6,163.27,6,89.66666666666667,163.27,360,966.2005479452056
68,372,2,122.30000000000001,2,76.0,122.30000000000001,303,203.0515068493151
19,323,12,131.03916666666666,12,42.583333333333336,131.03916666666666,303,1305.365506849315
52,234,3,290.5933333333333,3,173.33333333333334,290.5933333333333,181,432.30734246575344
42,191,3,342.3833333333334,3,201.66666666666666,342.3833333333334,148,416.4882191780822
36,162,2,130.425,2,31.5,130.425,125,89.33219178082192
5,365,7,182.79999999999998,7,105.0,182.79999999999998,360,1262.0712328767122
30,240,5,107.13,5,23.8,107.13,210,308.1821917808219
305,305,1,128.2,1,46.0,128.2,0,0.0
117,117,1,305.28000000000003,1,288.0,305.28000000000003,0,0.0
5,5,1,151.44,1,111.0,151.44,0,0.0
3,364,22,187.6936363636364,22,82.72727272727273,187.6936363636364,360,4072.694794520548
4,4,1,56.25,1,39.0,56.25,0,0.0
49,198,3,183.09666666666666,3,146.66666666666666,183.09666666666666,148,222.72580821917808
87,179,4,83.9975,4,79.0,83.9975,92,84.68789041095891
16,16,1,145.01,1,124.0,145.01,0,0.0
14,330,5,762.6160000000001,5,303.2,762.6160000000001,316,3301.187068493151
179,179,1,114.69,1,82.0,114.69,0,0.0
10,86,3,320.8333333333333,3,68.33333333333333,320.8333333333333,76,200.4109589041096
126,148,2,379.31,2,86.5,379.31,21,43.6466301369863
36,323,7,204.61285714285714,7,163.57142857142858,204.61285714285714,287,1126.2115890410957
259,366,8,212.53,8,101.25,212.53,106,493.76832876712325
72,365,7,115.72571428571429,7,82.0,115.72571428571428,293,650.2833972602739
170,170,1,6.300000000000001,1,3.0,6.300000000000001,0,0.0
14,14,2,102.995,2,74.5,102.99499999999999,0,0.0
37,37,1,364.45,1,414.0,364.45,0,0.0
2,365,7,267.8328571428571,7,133.0,267.8328571428571,362,1859.4204383561641
242,373,4,101.7675,4,51.5,101.7675,131,146.09909589041098
267,267,1,248.65,1,87.0,248.65,0,0.0
4,4,1,214.07999999999998,1,175.0,214.07999999999998,0,0.0
60,361,5,80.328,5,27.8,80.328,301,331.2154520547945
32,276,3,150.74333333333334,3,57.666666666666664,150.74333333333334,243,301.07367123287673
9,9,1,369.5,1,138.0,369.5,0,0.0
8,8,1,127.08,1,122.0,127.08,0,0.0
367,367,1,102.82,1,103.0,102.82,0,0.0
178,178,1,134.44,1,155.0,134.44,0,0.0
283,283,1,106.54,1,66.0,106.54,0,0.0
292,292,1,293.53,1,164.0,293.53,0,0.0
280,280,1,594.0,1,120.0,594.0,0,0.0
64,64,1,239.9,1,118.0,239.9,0,0.0
53,65,2,1095.33,2,1083.0,1095.33,11,66.01989041095891
15,103,2,141.395,2,105.5,141.395,88,68.17950684931508
92,192,4,82.5575,4,52.25,82.5575,100,90.47397260273972
10,10,1,2945.38,1,1532.0,2945.38,0,0.0
273,273,1,405.0,1,60.0,405.0,0,0.0
285,313,2,135.64499999999998,2,91.5,135.64499999999998,28,20.811287671232876
29,362,3,613.0466666666666,3,269.6666666666667,613.0466666666666,332,1672.8615890410958
1,374,4,161.5675,4,86.25,161.5675,372,658.6642191780822
138,269,3,768.06,3,538.0,768.06,131,826.9796712328767
60,60,1,553.85,1,285.0,553.85,0,0.0
11,318,6,896.0333333333333,6,439.1666666666667,896.0333333333333,307,4521.899726027397
17,17,1,304.95,1,107.0,304.95,0,0.0
5,372,11,180.98181818181817,11,86.36363636363636,180.98181818181817,367,2001.708493150685
225,225,1,190.75,1,119.0,190.75,0,0.0
8,290,9,471.3444444444445,9,230.88888888888889,471.3444444444445,281,3265.835890410959
187,362,2,308.8,2,139.0,308.79999999999995,175,296.10958904109583
56,56,2,246.18,2,121.0,246.18,0,0.0
39,186,3,119.25666666666666,3,40.333333333333336,119.25666666666666,147,144.08819178082192
318,318,3,180.96333333333334,3,89.66666666666667,180.96333333333337,0,0.0
10,71,4,102.7375,4,64.5,102.73750000000001,61,68.67931506849317
15,15,1,451.28999999999996,1,154.0,451.28999999999996,0,0.0
85,85,1,289.48,1,228.0,289.48,0,0.0
299,299,1,269.21000000000004,1,93.0,269.21000000000004,0,0.0
3,372,10,211.92600000000002,10,95.3,211.92600000000002,369,2142.484767123288
86,86,1,426.53000000000003,1,275.0,426.53000000000003,0,0.0
15,374,10,256.832,10,97.8,256.832,359,2526.10104109589
24,24,1,404.55,1,247.0,404.55,0,0.0
61,158,2,230.475,2,49.5,230.475,96,121.23616438356163
234,234,1,703.22,1,382.0,703.22,0,0.0
21,367,6,283.83,6,89.0,283.83,346,1614.3317260273973
92,236,5,353.866,5,93.6,353.866,143,693.1895616438356
2,65,3,226.87333333333333,3,65.0,226.87333333333336,62,115.61216438356166
46,187,4,316.6925,4,194.5,316.6925,140,485.8843835616438
68,280,2,1090.32,2,778.0,1090.32,211,1260.5891506849314
238,238,1,329.22,1,450.0,329.22,0,0.0
126,192,4,1036.205,4,815.5,1036.205,65,738.1186301369862
37,256,13,458.02230769230766,13,227.76923076923077,458.02230769230766,218,3556.260876712329
241,241,1,324.51,1,131.0,324.51,0,0.0
1,369,6,409.81666666666666,6,256.6666666666667,409.81666666666666,367,2472.373424657534
4,374,21,273.0995238095238,21,189.0952380952381,273.0995238095238,369,5797.940301369863
72,197,5,314.572,5,332.8,314.572,124,534.3414794520548
17,17,1,186.3,1,100.0,186.3,0,0.0
4,15,2,108.35,2,76.0,108.35,10,5.9369863013698625
187,292,2,291.055,2,148.0,291.055,105,167.456301369863
11,373,2,184.155,2,84.5,184.155,361,364.2737260273973
130,285,5,241.12800000000001,5,128.6,241.12800000000001,155,511.9841095890411
170,170,1,150.55,1,41.0,150.55,0,0.0
32,89,2,427.305,2,248.5,427.305,57,133.45964383561645
47,271,2,380.70500000000004,2,144.5,380.70500000000004,224,467.27627397260284
50,50,1,694.54,1,352.0,694.54,0,0.0
2,33,2,308.535,2,179.0,308.53499999999997,31,52.40868493150684
29,374,11,472.17454545454547,11,301.6363636363636,472.17454545454547,345,4909.321643835617
371,371,1,20.4,1,24.0,20.4,0,0.0
17,17,1,583.39,1,337.0,583.39,0,0.0
261,261,1,169.21,1,70.0,169.21,0,0.0
17,372,5,575.692,5,205.0,575.692,354,2791.711890410959
110,319,5,429.27799999999996,5,215.2,429.27799999999996,208,1223.1482739726027
11,86,6,297.7966666666667,6,164.83333333333334,297.7966666666667,74,362.25128767123294
23,23,1,231.42,1,121.0,231.42,0,0.0
19,179,3,453.0833333333333,3,414.3333333333333,453.0833333333333,159,592.1116438356164
18,266,12,405.0291666666667,12,242.83333333333334,405.0291666666667,248,3302.374794520548
12,47,8,162.8075,8,89.625,162.8075,35,124.89342465753424
2,374,14,177.57142857142858,14,100.92857142857143,177.57142857142858,372,2533.6767123287673
37,165,2,781.65,2,480.5,781.6500000000001,128,548.2257534246576
7,367,39,513.0728205128205,39,265.2307692307692,513.0728205128205,360,19735.732602739725
44,313,2,226.725,2,102.0,226.725,269,334.1864383561644
2,38,4,245.2275,4,104.25,245.2275,35,94.05986301369862
53,339,4,333.425,4,133.25,333.425,286,1045.0361643835618
32,368,2,144.615,2,156.5,144.615,336,266.25008219178085
17,361,18,752.3844444444444,18,290.3333333333333,752.3844444444444,343,12726.634410958903
31,180,2,243.515,2,138.0,243.515,149,198.81498630136986
47,47,2,116.48,2,53.5,116.48,0,0.0
93,336,9,123.74888888888889,9,105.77777777777777,123.74888888888889,242,738.4248767123288
231,231,1,82.2,1,18.0,82.2,0,0.0
8,367,47,876.2617021276596,47,346.3404255319149,876.2617021276596,359,40507.29780821918
92,159,6,327.62,6,244.5,327.62,67,360.83079452054795
5,121,8,248.20374999999999,8,90.375,248.20375,115,625.6094520547945
30,45,3,157.87333333333333,3,114.33333333333333,157.87333333333333,14,18.166246575342466
196,196,1,217.73,1,33.0,217.73,0,0.0
60,256,2,898.96,2,326.5,898.96,196,965.4584109589042
180,284,2,327.16,2,169.0,327.16,103,184.6437260273973
59,264,2,228.2,2,204.5,228.20000000000002,204,255.0838356164384
66,245,4,275.8375,4,125.25,275.8375,179,541.0949315068492
15,89,3,355.95,3,229.0,355.95,74,216.49561643835614
15,117,4,270.65000000000003,4,127.0,270.65000000000003,102,302.534794520548
71,71,1,340.84000000000003,1,170.0,340.84000000000003,0,0.0
52,134,4,523.5575,4,302.75,523.5575,81,464.7469315068493
198,198,1,235.78,1,248.0,235.78,0,0.0
318,318,1,107.14,1,1.0,107.14,0,0.0
9,185,4,204.69750000000002,4,106.25,204.69750000000002,176,394.81380821917816
11,152,3,259.11333333333334,3,123.0,259.11333333333334,141,300.2875068493151
19,37,2,81.4,2,55.0,81.4,17,7.582465753424659
317,317,1,188.44,1,80.0,188.44,0,0.0
49,246,4,530.7225,4,318.5,530.7225000000001,197,1145.77898630137
54,253,3,442.66,3,137.0,442.66,198,720.3836712328767
155,337,3,530.5766666666667,3,276.0,530.5766666666667,181,789.3236438356165
42,42,1,62.7,1,18.0,62.7,0,0.0
3,205,7,245.52285714285716,7,120.14285714285714,245.52285714285716,201,946.4401643835616
36,130,3,180.65,3,81.0,180.65,93,138.0858904109589
67,67,1,89.65,1,19.0,89.65,0,0.0
15,172,4,427.4575,4,308.75,427.4575,157,735.4611232876712
361,361,1,109.31,1,55.0,109.31,0,0.0
1,99,8,249.01625,8,150.875,249.01625,97,529.4153698630138
198,311,3,1089.7033333333334,3,412.0,1089.7033333333334,112,1003.1241643835617
229,229,1,115.73,1,48.0,115.73,0,0.0
53,53,1,457.7,1,138.0,457.7,0,0.0
163,291,3,250.1866666666667,3,172.33333333333334,250.1866666666667,127,261.15375342465757
64,185,3,1198.59,3,480.0,1198.59,121,1192.0223835616437
26,26,1,252.5,1,38.0,252.5,0,0.0
138,200,2,368.46500000000003,2,135.5,368.46500000000003,61,123.15816438356165
